用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB01253,A组(对照组),25-34,女,iOS,81.83884032796604,0,4
AB01254,B组(实验组),35-44,男,Android,85.07683421853568,0,2
AB01255,A组(对照组),45+,男,Android,7.649128709934679,0,3
AB01256,A组(对照组),18-24,男,iOS,140.77022410926364,0,2
AB01257,B组(实验组),35-44,男,Android,57.717063021487185,0,5
AB01258,B组(实验组),45+,女,iOS,28.359909547246655,0,6
AB01259,A组(对照组),45+,男,iOS,26.11272016633353,0,4
AB01260,A组(对照组),25-34,女,PC,4.658933772768527,0,1
AB01261,A组(对照组),35-44,男,PC,61.19655138339701,0,6
AB01262,A组(对照组),25-34,女,iOS,34.64702026081493,0,4
AB01263,A组(对照组),18-24,男,PC,86.34542489670231,0,3
AB01264,B组(实验组),35-44,男,Android,148.78975178114678,0,12
AB01265,B组(实验组),25-34,男,iOS,76.8131806445118,0,8
AB01266,A组(对照组),25-34,男,iOS,9.028137067321993,0,4
AB01267,A组(对照组),35-44,女,PC,38.40122936512404,0,3
AB01268,A组(对照组),18-24,女,iOS,94.73577172431968,0,5
AB01269,B组(实验组),18-24,女,PC,155.00664261796268,1,5
AB01270,B组(实验组),35-44,女,Android,46.8684796273417,0,6
AB01271,B组(实验组),18-24,男,PC,133.61631737204965,0,3
AB01272,B组(实验组),35-44,女,iOS,126.29007594862829,0,2
AB01273,B组(实验组),25-34,女,Android,92.07707654675157,1,6
AB01274,B组(实验组),45+,女,PC,2.3871697711456124,0,11
AB01275,A组(对照组),45+,男,PC,19.585350080732884,0,1
AB01276,B组(实验组),45+,女,iOS,12.329044483651316,0,9
AB01277,B组(实验组),18-24,男,Android,56.64444285224191,1,3
AB01278,A组(对照组),18-24,女,PC,142.6824287311458,0,3
AB01279,A组(对照组),25-34,女,PC,20.35044687153202,0,6
AB01280,B组(实验组),35-44,男,Android,8.21944413786873,1,9
AB01281,B组(实验组),35-44,女,Android,119.35712682981325,0,5
AB01282,B组(实验组),25-34,女,PC,122.21498922130256,0,2
AB01283,B组(实验组),45+,男,iOS,21.82244242476208,1,7
AB01284,A组(对照组),35-44,男,iOS,43.978745982804185,0,4
AB01285,B组(实验组),35-44,男,Android,111.62667472270797,0,5
AB01286,A组(对照组),45+,男,iOS,24.61260632618033,0,5
AB01287,A组(对照组),25-34,男,iOS,49.394496655200804,0,6
AB01288,A组(对照组),18-24,男,iOS,6.214488623295899,0,3
AB01289,B组(实验组),45+,男,Android,44.983655827205304,0,3
AB01290,A组(对照组),18-24,女,Android,49.161019080374224,0,4
AB01291,A组(对照组),25-34,女,PC,125.2242649308364,1,9
AB01292,A组(对照组),25-34,女,iOS,29.243262439719445,0,5
AB01293,B组(实验组),35-44,男,Android,27.35352982328011,0,4
AB01294,A组(对照组),35-44,男,iOS,30.479718938593333,0,3
AB01295,A组(对照组),18-24,女,PC,2.8197959762314553,0,8
AB01296,A组(对照组),45+,女,iOS,143.17053851390168,0,6
AB01297,B组(实验组),45+,男,Android,32.825789135358136,0,5
AB01298,B组(实验组),35-44,女,Android,17.366803757201936,0,6
AB01299,A组(对照组),35-44,男,Android,7.71466523120549,0,4
AB01300,A组(对照组),18-24,男,PC,43.12629078580617,0,10
AB01301,B组(实验组),18-24,男,iOS,56.662515021906074,0,6
AB01302,A组(对照组),18-24,女,Android,29.12407858340571,0,7
AB01303,B组(实验组),25-34,男,iOS,92.42890809992491,0,7
AB01304,B组(实验组),18-24,男,iOS,61.404145771010896,0,5
AB01305,B组(实验组),18-24,男,PC,82.69603697574746,0,6
AB01306,B组(实验组),25-34,男,iOS,20.84196424527461,0,6
AB01307,B组(实验组),25-34,男,Android,22.78449052088452,0,4
AB01308,A组(对照组),35-44,男,PC,235.32910340474973,0,8
AB01309,B组(实验组),45+,女,Android,26.76915489140022,0,4
AB01310,A组(对照组),25-34,男,Android,97.71858569655521,0,3
AB01311,B组(实验组),25-34,女,Android,31.96713455140362,0,7
AB01312,A组(对照组),35-44,男,PC,38.73054222304304,0,5
AB01313,A组(对照组),45+,女,PC,45.93229278530341,0,4
AB01314,B组(实验组),25-34,男,Android,85.14508060758452,1,5
AB01315,A组(对照组),25-34,男,PC,56.34236431464906,0,3
AB01316,B组(实验组),35-44,男,iOS,66.88216061895608,0,3
AB01317,A组(对照组),35-44,女,Android,6.657220216245597,0,4
AB01318,A组(对照组),18-24,女,PC,26.075009499903988,0,11
AB01319,A组(对照组),18-24,男,iOS,12.280884586990327,0,4
AB01320,A组(对照组),45+,女,Android,140.48908811830617,0,3
AB01321,B组(实验组),25-34,男,Android,24.491104859889234,0,5
AB01322,A组(对照组),25-34,男,PC,44.50605001666592,0,5
AB01323,B组(实验组),35-44,男,iOS,4.777986252563774,0,5
AB01324,A组(对照组),35-44,女,Android,62.40814418685598,0,1
AB01325,B组(实验组),45+,女,Android,8.756390672907864,0,4
AB01326,A组(对照组),45+,男,Android,18.466579150133438,0,6
AB01327,B组(实验组),25-34,男,iOS,69.48855408353188,0,8
AB01328,B组(实验组),45+,男,PC,44.25221492878602,0,4
AB01329,A组(对照组),45+,女,PC,48.68382086133222,0,5
AB01330,B组(实验组),35-44,男,PC,25.26377046711438,0,4
AB01331,A组(对照组),35-44,女,PC,151.65230609123924,0,6
AB01332,B组(实验组),25-34,女,Android,9.60323765513896,0,2
AB01333,A组(对照组),35-44,女,iOS,15.320947119762762,0,4
AB01334,A组(对照组),18-24,女,Android,3.3046746344995617,0,4
AB01335,B组(实验组),45+,男,Android,52.50523942555878,0,8
AB01336,B组(实验组),25-34,女,Android,6.288658873699607,0,5
AB01337,B组(实验组),35-44,男,PC,75.412212914288,1,5
AB01338,B组(实验组),35-44,女,PC,101.77006771414395,0,5
AB01339,A组(对照组),35-44,男,PC,24.26219051713878,0,4
AB01340,A组(对照组),45+,男,iOS,49.74820443807165,1,4
AB01341,A组(对照组),18-24,女,iOS,9.61703837611641,0,8
AB01342,B组(实验组),25-34,女,Android,17.406216107550893,0,6
AB01343,A组(对照组),35-44,男,iOS,11.493959297407493,0,1
AB01344,B组(实验组),35-44,男,PC,26.126772658584088,0,5
AB01345,B组(实验组),45+,男,PC,121.3320295115878,0,6
AB01346,B组(实验组),35-44,男,PC,17.62431837679642,0,4
AB01347,B组(实验组),45+,男,iOS,190.85298868964298,0,2
AB01348,B组(实验组),45+,女,PC,111.7375079309604,0,4
AB01349,B组(实验组),35-44,男,Android,34.40191843891031,0,2
AB01350,A组(对照组),25-34,男,iOS,7.12961065403614,0,8
AB01351,B组(实验组),35-44,女,PC,122.71332457634921,0,2
AB01352,A组(对照组),18-24,男,iOS,26.304817538137343,0,2
AB01353,A组(对照组),25-34,女,iOS,60.408724034997405,0,5
AB01354,A组(对照组),25-34,女,Android,32.7227716544881,0,6
AB01355,A组(对照组),25-34,男,iOS,176.21924697297874,1,6
AB01356,B组(实验组),25-34,男,iOS,45.55704144438031,1,4
AB01357,A组(对照组),18-24,女,iOS,0.9492910302165759,0,5
AB01358,B组(实验组),35-44,男,Android,9.165621793971951,0,3
AB01359,B组(实验组),45+,男,iOS,13.438416367787168,0,5
AB01360,B组(实验组),18-24,男,iOS,374.41515402423676,0,4
AB01361,B组(实验组),45+,男,Android,95.29847989474061,0,5
AB01362,B组(实验组),45+,男,Android,50.95848074588382,0,8
AB01363,A组(对照组),18-24,女,PC,106.63039887396252,0,2
AB01364,A组(对照组),45+,男,PC,150.8506487890399,0,7
AB01365,B组(实验组),35-44,男,PC,20.140105913363247,0,5
AB01366,A组(对照组),35-44,男,Android,10.134658943104641,0,3
AB01367,A组(对照组),35-44,男,iOS,9.517653843128478,0,5
AB01368,B组(实验组),35-44,女,PC,20.978149296393404,0,3
AB01369,B组(实验组),25-34,男,Android,44.618784595124495,1,10
AB01370,A组(对照组),18-24,男,PC,30.05626449037056,0,9
AB01371,A组(对照组),35-44,男,Android,91.05206504951254,0,5
AB01372,A组(对照组),18-24,男,PC,69.30839046983044,0,5
AB01373,B组(实验组),45+,女,PC,54.54229283662079,0,5
AB01374,B组(实验组),45+,女,PC,26.544458949233206,0,3
AB01375,B组(实验组),18-24,男,Android,8.757070658777316,0,5
AB01376,A组(对照组),35-44,女,PC,20.239468071867805,0,4
AB01377,B组(实验组),18-24,男,Android,205.37361594707147,0,4
AB01378,B组(实验组),18-24,男,Android,184.1858900600493,0,7
AB01379,A组(对照组),25-34,女,Android,68.46283830479229,0,5
AB01380,A组(对照组),35-44,女,iOS,138.89114491669258,0,6
AB01381,B组(实验组),45+,男,iOS,94.81797338876999,0,4
AB01382,B组(实验组),45+,男,PC,207.2806615223711,0,7
AB01383,A组(对照组),25-34,男,PC,141.38935073979974,1,7
AB01384,B组(实验组),25-34,女,PC,23.85939981942057,0,5
AB01385,B组(实验组),45+,女,PC,37.92260245125027,0,4
AB01386,A组(对照组),18-24,女,PC,11.66467684089262,0,5
AB01387,B组(实验组),18-24,女,Android,74.85297605945904,0,7
AB01388,B组(实验组),25-34,男,PC,75.86101820529865,1,4
AB01389,B组(实验组),18-24,女,Android,39.88778713064981,0,2
AB01390,A组(对照组),18-24,女,iOS,155.2651146102015,0,6
AB01391,B组(实验组),25-34,女,Android,5.478463867216797,0,9
AB01392,B组(实验组),25-34,女,iOS,109.05221977298434,0,7
AB01393,B组(实验组),45+,女,Android,114.06084757135811,0,5
AB01394,A组(对照组),25-34,男,Android,66.50845680456688,0,2
AB01395,A组(对照组),35-44,男,Android,45.45407470977313,0,6
AB01396,B组(实验组),18-24,女,iOS,40.78215307112568,0,6
AB01397,B组(实验组),35-44,男,PC,30.883204763586942,0,5
AB01398,B组(实验组),35-44,女,PC,61.956268493969695,0,5
AB01399,A组(对照组),35-44,女,Android,13.230221674498193,1,7
AB01400,B组(实验组),18-24,女,PC,66.37533784897529,0,5
AB01401,B组(实验组),25-34,男,Android,6.3988150799043435,0,3
AB01402,A组(对照组),35-44,女,PC,12.87913150692096,0,4
AB01403,A组(对照组),45+,女,PC,15.583927407859036,0,4
AB01404,B组(实验组),35-44,男,Android,20.901803190352314,1,8
AB01405,B组(实验组),35-44,女,PC,135.9451629675765,1,5
AB01406,A组(对照组),35-44,女,iOS,28.688503813197823,1,6
AB01407,A组(对照组),18-24,男,PC,54.818989343174245,0,7
AB01408,A组(对照组),35-44,男,PC,69.73984133510403,0,1
AB01409,A组(对照组),35-44,女,iOS,3.7126315656985795,0,2
AB01410,B组(实验组),25-34,男,Android,118.55206197246638,0,9
AB01411,A组(对照组),35-44,男,PC,8.3087100136968,0,4
AB01412,A组(对照组),35-44,男,PC,8.850019901102666,0,3
AB01413,A组(对照组),45+,女,iOS,339.0165966483129,1,8
AB01414,A组(对照组),45+,男,iOS,51.49310624721759,0,5
AB01415,B组(实验组),25-34,男,Android,95.07993696154756,0,5
AB01416,B组(实验组),45+,男,Android,71.83880918061102,0,5
AB01417,A组(对照组),18-24,男,PC,1.8846372250152683,0,6
AB01418,B组(实验组),18-24,男,iOS,66.63645740965673,0,3
AB01419,A组(对照组),25-34,女,PC,11.20295895520372,0,7
AB01420,A组(对照组),35-44,女,iOS,83.10782361071776,0,7
AB01421,B组(实验组),35-44,男,Android,32.10129698010618,0,2
AB01422,B组(实验组),45+,女,iOS,9.63685921328826,0,10
AB01423,A组(对照组),35-44,女,PC,72.1431991288411,1,3
AB01424,A组(对照组),35-44,男,PC,17.76174736763779,0,4
AB01425,B组(实验组),18-24,男,Android,14.332910603301881,0,10
AB01426,A组(对照组),45+,男,PC,54.580356643679394,0,2
AB01427,B组(实验组),35-44,女,iOS,57.25351038068862,0,3
AB01428,B组(实验组),18-24,女,Android,8.40740712979655,0,4
AB01429,B组(实验组),18-24,男,Android,35.99958574949901,0,2
AB01430,A组(对照组),35-44,男,PC,59.30211861717464,0,4
AB01431,B组(实验组),18-24,男,PC,21.49063221902104,0,3
AB01432,B组(实验组),25-34,女,iOS,63.044872945633934,0,5
AB01433,A组(对照组),18-24,男,Android,4.14180963994033,0,6
AB01434,B组(实验组),45+,男,iOS,3.9545236738378806,0,4
AB01435,B组(实验组),45+,男,Android,65.88024535555309,0,4
AB01436,A组(对照组),25-34,女,Android,97.4731298023623,0,5
AB01437,A组(对照组),25-34,女,iOS,46.326289290945056,0,7
AB01438,A组(对照组),45+,男,PC,37.40046372416789,0,6
AB01439,A组(对照组),18-24,男,PC,74.74788587325139,0,6
AB01440,B组(实验组),45+,女,Android,122.10458379434868,0,5
AB01441,A组(对照组),45+,男,iOS,60.708283765291306,0,7
AB01442,A组(对照组),25-34,女,iOS,139.10355906362494,0,5
AB01443,B组(实验组),25-34,女,Android,213.78777813388368,0,4
AB01444,B组(实验组),35-44,男,iOS,136.77965331224513,0,5
AB01445,B组(实验组),25-34,女,PC,175.60333795857898,0,8
AB01446,A组(对照组),25-34,男,PC,88.34074209693337,0,6
AB01447,A组(对照组),45+,女,PC,80.05568613462981,0,4
AB01448,B组(实验组),35-44,女,iOS,54.57600255401584,1,6
AB01449,B组(实验组),35-44,女,Android,164.66106960797694,0,9
AB01450,B组(实验组),25-34,男,PC,254.88895261694262,0,3
AB01451,B组(实验组),45+,女,iOS,214.82493575299273,0,7
AB01452,A组(对照组),25-34,女,PC,29.922100666630378,0,7
AB01453,B组(实验组),18-24,女,Android,40.686609388267165,0,7
AB01454,B组(实验组),25-34,女,Android,13.978543316794088,0,5
AB01455,B组(实验组),35-44,女,Android,10.13523776644387,0,5
AB01456,B组(实验组),35-44,女,iOS,49.47291592325152,0,4
AB01457,B组(实验组),35-44,男,PC,159.85311471684668,0,2
AB01458,B组(实验组),45+,男,iOS,1.6827346449386027,0,4
AB01459,A组(对照组),45+,男,PC,46.19445122570518,1,3
AB01460,B组(实验组),45+,男,PC,14.05237311361936,0,3
AB01461,A组(对照组),45+,女,iOS,170.33160567362546,0,1
AB01462,B组(实验组),25-34,男,Android,44.62636015361957,0,6
AB01463,A组(对照组),25-34,男,PC,85.57868268991379,0,3
AB01464,B组(实验组),35-44,男,PC,51.66691986675865,0,9
AB01465,A组(对照组),35-44,男,Android,209.55535176934993,1,7
AB01466,A组(对照组),45+,男,iOS,59.39645140170308,0,5
AB01467,A组(对照组),25-34,女,iOS,50.49988589033073,0,4
AB01468,A组(对照组),18-24,男,PC,35.959499254063125,0,1
AB01469,A组(对照组),35-44,男,Android,26.48842770319292,0,4
AB01470,B组(实验组),45+,男,PC,163.86343108605607,0,3
AB01471,B组(实验组),35-44,女,PC,5.628057979675036,0,6
AB01472,A组(对照组),35-44,男,iOS,10.682586727648543,0,5
AB01473,B组(实验组),18-24,女,iOS,30.740914837964308,0,2
AB01474,A组(对照组),18-24,女,Android,31.686220901012618,0,5
AB01475,B组(实验组),18-24,男,PC,187.56232301674578,1,6
AB01476,B组(实验组),45+,女,iOS,240.19971307329,1,5
AB01477,A组(对照组),35-44,男,PC,114.44169979750201,0,3
AB01478,A组(对照组),25-34,女,iOS,69.32817349855668,0,3
AB01479,B组(实验组),25-34,男,PC,52.49329554153486,0,4
AB01480,A组(对照组),35-44,女,PC,4.23234528546424,0,9
AB01481,A组(对照组),18-24,女,Android,75.45297673798359,0,2
AB01482,A组(对照组),18-24,男,PC,0.6168985057790823,0,3
AB01483,B组(实验组),18-24,男,iOS,24.75525731979144,0,8
AB01484,A组(对照组),25-34,女,iOS,80.36010985790821,0,4
AB01485,B组(实验组),25-34,男,iOS,24.888696964590988,0,7
AB01486,B组(实验组),45+,男,Android,36.744295992052876,0,4
AB01487,A组(对照组),35-44,男,iOS,10.482317588392048,0,3
AB01488,A组(对照组),45+,女,Android,17.936854687793627,0,6
AB01489,A组(对照组),18-24,男,PC,12.01471241746932,0,3
AB01490,A组(对照组),18-24,女,Android,2.7467194427314716,0,6
AB01491,B组(实验组),25-34,男,iOS,100.68911791445258,0,8
AB01492,A组(对照组),35-44,男,PC,30.365489057352907,0,6
AB01493,A组(对照组),45+,男,iOS,22.35131289494189,0,4
AB01494,A组(对照组),18-24,男,iOS,197.20712252663327,0,7
AB01495,A组(对照组),25-34,男,iOS,154.71063751590958,0,8
AB01496,B组(实验组),18-24,男,iOS,87.57064498195484,0,2
AB01497,A组(对照组),35-44,男,iOS,34.79474613353205,0,2
AB01498,B组(实验组),18-24,男,PC,15.585707680069588,0,4
AB01499,B组(实验组),45+,男,Android,47.61969940583822,1,3
AB01500,A组(对照组),18-24,男,iOS,238.4675519369876,1,5
AB01501,A组(对照组),18-24,女,iOS,158.27854978366304,0,10
AB01502,A组(对照组),45+,男,iOS,39.99547573318937,0,5
AB01503,B组(实验组),35-44,女,iOS,4.281003950153757,1,4
AB01504,A组(对照组),25-34,女,PC,131.0946962178747,0,5
AB01505,A组(对照组),35-44,男,PC,12.013737972188178,0,8
AB01506,A组(对照组),18-24,男,PC,141.9197858278719,0,5
AB01507,A组(对照组),45+,女,iOS,230.5343084214186,0,7
AB01508,A组(对照组),45+,女,Android,47.74140266336532,0,5
AB01509,B组(实验组),25-34,男,Android,22.94098884581963,0,4
AB01510,A组(对照组),25-34,女,PC,18.17871325157809,0,7
AB01511,B组(实验组),18-24,男,PC,19.582444098251273,0,5
AB01512,B组(实验组),45+,男,iOS,358.9248929930248,0,7
AB01513,B组(实验组),45+,男,Android,65.30026612208512,0,3
AB01514,A组(对照组),25-34,男,PC,32.20906537358188,0,5
AB01515,B组(实验组),25-34,女,iOS,59.556805996378095,0,7
AB01516,A组(对照组),18-24,女,Android,48.65708673411701,0,2
AB01517,A组(对照组),35-44,女,PC,36.71435310971569,0,6
AB01518,A组(对照组),18-24,男,iOS,45.1014029311779,0,5
AB01519,B组(实验组),25-34,女,PC,213.8628425828603,0,7
AB01520,B组(实验组),35-44,男,PC,46.44209555532411,0,4
AB01521,B组(实验组),18-24,女,Android,92.39462654927344,0,4
AB01522,A组(对照组),35-44,女,Android,5.581155312008264,0,4
AB01523,B组(实验组),45+,女,iOS,28.810066322403163,0,5
AB01524,B组(实验组),35-44,女,Android,5.512041206952752,0,4
AB01525,B组(实验组),35-44,男,iOS,51.96708236530693,0,8
AB01526,A组(对照组),45+,男,PC,42.447188521992764,1,4
AB01527,B组(实验组),45+,男,iOS,26.44620263818638,0,4
AB01528,A组(对照组),35-44,男,PC,0.17711926347861512,0,6
AB01529,A组(对照组),18-24,男,iOS,96.96594293024401,0,5
AB01530,A组(对照组),45+,男,Android,33.02702837784867,0,9
AB01531,A组(对照组),45+,女,iOS,84.18938343217593,0,6
AB01532,A组(对照组),18-24,男,iOS,2.2032689135872525,0,6
AB01533,A组(对照组),25-34,女,PC,146.8035461124188,0,5
AB01534,A组(对照组),35-44,女,PC,35.791916752023184,0,5
AB01535,A组(对照组),35-44,男,iOS,42.98688353065698,0,6
AB01536,A组(对照组),18-24,男,iOS,197.56256820223948,0,8
AB01537,A组(对照组),25-34,女,Android,27.74952775576028,0,6
AB01538,A组(对照组),45+,男,Android,44.131705451774494,0,3
AB01539,B组(实验组),25-34,男,iOS,30.47027463716783,0,7
AB01540,A组(对照组),45+,女,PC,66.02847308522527,0,4
AB01541,B组(实验组),35-44,女,Android,98.59780766657067,1,2
AB01542,B组(实验组),35-44,女,PC,197.8602215307024,0,2
AB01543,A组(对照组),35-44,男,iOS,65.90101359463543,0,9
AB01544,B组(实验组),45+,女,Android,100.63679864599484,0,1
AB01545,A组(对照组),35-44,女,Android,29.568962265775724,0,8
AB01546,A组(对照组),25-34,女,Android,57.51121865454678,0,2
AB01547,B组(实验组),45+,男,PC,21.798681510517483,0,7
AB01548,B组(实验组),45+,女,PC,149.73364614041276,0,2
AB01549,A组(对照组),45+,男,iOS,26.92613978668822,0,6
AB01550,B组(实验组),18-24,女,PC,30.006836834793468,0,5
AB01551,B组(实验组),45+,女,Android,222.37289259099168,0,6
AB01552,B组(实验组),18-24,女,PC,17.433737714069164,0,6
AB01553,B组(实验组),18-24,女,Android,58.932027074632856,0,5
AB01554,B组(实验组),25-34,女,iOS,95.10967192577714,0,4
AB01555,A组(对照组),45+,女,PC,57.1180031624375,0,3
AB01556,B组(实验组),35-44,男,Android,41.12529674478049,0,2
AB01557,B组(实验组),18-24,男,Android,152.63621724263578,0,5
AB01558,B组(实验组),25-34,男,iOS,20.229227337224,0,5
AB01559,B组(实验组),35-44,男,Android,172.42133986204715,0,3
AB01560,A组(对照组),45+,男,PC,18.534708930491945,0,3
AB01561,B组(实验组),25-34,女,iOS,78.33643190959864,0,7
AB01562,B组(实验组),18-24,男,PC,15.663146452497493,0,2
AB01563,A组(对照组),25-34,女,iOS,15.318915640950339,0,6
AB01564,B组(实验组),18-24,女,Android,55.50897734006567,0,2
AB01565,A组(对照组),45+,女,Android,60.188440804112034,0,6
AB01566,A组(对照组),45+,女,iOS,0.5013546932019306,0,5
AB01567,B组(实验组),35-44,女,PC,28.991153584308183,0,2
AB01568,A组(对照组),25-34,男,Android,73.29135989218463,0,4
AB01569,A组(对照组),45+,女,Android,5.270990182776976,0,3
AB01570,A组(对照组),35-44,女,Android,62.96226821990614,0,6
